Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
0.0,0.6893115469500767,0.24868397954623334,0.29877171402561137,0.7663886863966649,0
0.9643917379897897,0.040565988947845466,0.360035013586143,0.941526951944296,0.6856267232247948,0
0.20958459478770247,0.7430310105615107,0.534580174696108,0.20702446604769553,0.9463778131093381,0
0.28646688150341654,0.6640449272309489,0.683907938801911,0.5591035847750541,0.8800987081006362,1
0.3790836998137446,0.9016320422186533,0.08417478383743941,0.5222225148939246,0.6976141181973592,1
0.9529279535971238,0.46107154515779014,0.9461754895944695,0.5336513477988472,0.29403767665223235,0
0.7810185498607869,0.6772040255955175,0.5907903974795244,0.8390181926763484,0.9174245320475851,0
0.5362459655064962,0.38855889184830417,0.45575961262159376,0.01514941660987825,0.6385005516202629,0
0.2817310992406716,0.23832415984220656,0.971905783248101,0.45455118749093654,0.901021683783993,0
0.29825117201567203,0.8744680874570475,0.5614055179399823,0.359427307959788,0.12438481592342754,0
0.02424592838949735,0.49295460589254814,0.6115510697963675,0.5696892893078314,0.12917306168283815,0
0.7191939977811759,0.4383918124694971,0.6919934915557007,0.12602523516280417,0.9840272702007713,0
0.3686086327023545,0.7536893628548743,0.33168621824202343,0.48590535069156016,0.34605655275363745,0
0.4776994517506779,0.47720177459049495,0.060730371751406914,0.5393362409912297,0.6449160143776798,0
0.6406607469085326,0.49205052309385355,0.7685322630537204,0.3182459254065004,0.5244387249625007,0
0.13101626698729124,0.8574085774367336,0.173823482771211,0.9050644288404994,0.9420230850879587,1
0.6340921096462186,0.36501067632590056,0.24120623809985475,0.840161767371614,0.5792159657424225,0
0.04286185476707399,0.5158377811190005,0.2424818664840261,0.35767103438623865,0.5396860339669605,0
0.92404958832129,0.060455126359886036,0.46533672617813066,0.5406863058444786,0.5108185798843259,0
0.3391346264199278,0.5297454561765914,0.8059391895629224,0.26160732969296596,0.8904879276733002,0
0.8977070664952775,0.3207228886107556,0.5380964935900643,0.5543567917386788,0.3403237029751107,0
0.250390897384731,0.35103934992570074,0.3318021498190073,0.4651900725336263,0.8432514593777469,0
0.043208432485579096,0.22095201509014428,0.7197737496270492,0.19449004719185664,0.7558588030168831,0
0.9033154355956408,0.346521976322847,0.4586489900295524,0.3093524966529078,0.26144874389560613,0
0.6305414074014966,0.11245270143049813,0.9761512214307548,0.03080775522798132,0.41528564577479976,0
0.7900052509078976,0.8740511475487361,0.43209557977754254,0.03364973845510123,0.7210110265314285,0
0.7793123461836329,0.7142449715783915,0.7350441280359542,0.5352118146347856,0.17904053569140466,0
0.020881906073045964,0.15448392169813996,0.366889483911037,0.29143335987480157,0.48875364389587794,0
0.7782893926248555,0.283516007415498,0.5093432329317467,0.4589327751253376,0.8245025580578176,0
0.0045823522833458585,0.6935117205248124,0.8101860443997376,0.8089324765311415,0.5514951269106021,1
0.8310554288535534,0.8174406949028162,0.33693472324536977,0.19689754099078086,0.21474216086363285,0
0.46085152442278493,0.7321787369349163,0.4704841508037157,0.2578082260863079,0.270277266632295,0
0.8756097674741685,0.3037520773891752,0.40303821693843256,0.7818156095259094,0.7496602508830144,0
0.5124112973800588,0.5034507494573165,0.7235847505685488,0.8797758901608718,0.9431022710228198,0
0.9220865646190666,0.6421023932812936,0.8293444399096697,0.08454617616960196,0.9492053774992559,0
0.8371386091454265,0.56650725163485,0.856083826633727,0.9000503840907725,0.6775209883610103,0
0.5469394846892655,0.6496592526145984,0.1574520770260364,0.8445349324882653,0.9122985820561844,1
0.831195123348156,0.4892060948254232,0.9189971801872683,0.6156207033583092,0.36638494127352494,0
0.3972883773524271,0.8252992280157901,0.9763825921432499,0.7195800424671094,0.9445605745179861,1
0.5121427964629286,0.13529333470370397,0.7599911289168303,0.16038925412370095,0.4187585571696655,0
0.08104917841974552,0.1862512624563628,0.6841476563674724,0.7252845461413812,0.5285379608090448,0
0.8185654819065915,0.10027575748746809,0.06143520065368035,0.9983164542173648,0.15039990607377973,0
0.9446509120979374,0.9127857617335319,0.0006314129665995808,0.4884400072563892,0.16976843694104993,0
0.15943766323117098,0.0034386192592875675,0.3673885510968535,0.8238805469352648,0.5941404385656739,0
0.8409795045722435,0.8948938243624865,0.7298252193781745,0.5148270685013205,0.36113633824470526,0
0.8311777775085922,0.7525822741989862,0.24082754440980184,0.16741913611205436,0.018821151083958654,0
0.7570623390516786,0.19832829190659218,0.9695792206307624,0.2685702037368765,0.4750003908322018,0
0.7318645188842701,0.35410531151065605,0.9264825480468736,0.1921124968660272,0.5552773999276521,0
0.24826868890815407,0.2838947688928838,0.03282185952227882,0.16867757735785238,0.54811490663519,0
0.8796810057766595,0.909584079347861,0.15707082623708118,0.4280370473604155,0.569447326693874,0
0.9651071118830525,0.8524643705051543,0.2553790302825601,0.35994699361756116,0.11996140523677035,0
0.6673179275608081,0.37903679351853914,0.4488664326524366,0.942101363957407,0.5893829591276258,0
0.25610799527569356,0.24021579837504814,0.22156158424354488,0.8015634280084617,0.5049220172218618,0
0.5189895744030883,0.04267117026406825,0.5230388161768702,0.5045697843029896,0.2495241495016156,0
0.29595459802836893,0.2574219409849495,0.9672159857876624,0.12335766152657336,0.7536884255492087,0
0.18616866372838198,0.46708675463839944,0.209584057866009,0.7159774257018567,0.3701570127771827,0
0.7938344663628345,0.7930422079923188,0.9271549000345041,0.7492611690003262,0.03010661334624487,0
0.9452036711486012,0.9558132438150183,0.8786316005731958,0.7313262692365469,0.6109045630701537,0
0.21984536290046047,0.631765453832624,0.3463261756441581,0.43642416361105885,0.3870226930596772,0
0.06854130708232198,0.4055133252293386,0.4460734544585392,0.3598100425050529,0.9025119490407754,0
0.5494905655286497,0.029371018459254994,0.8678910688702192,0.5616236120043967,0.01025276786893059,0
0.3732412105126571,0.865826689465763,0.2599007191762939,0.2594599336683227,0.12403026398864014,0
0.6602748910076977,0.5912119415276126,0.7508687230342463,0.35915418824710726,0.4346034563942087,0
0.3708774272964343,0.457661951078034,0.3874842308243861,0.49007901507490204,0.2610986336462098,0
0.9897137777312757,0.22589701031450882,0.6210700290325804,0.6289486624907937,0.021643841224738836,0
0.6568624072336602,0.8421869700556087,0.959066502084506,0.06195125345524065,0.15630343570196814,0
0.13970911929743396,0.9565628618920773,0.3924540088407826,0.192759752526902,0.859558273223108,0
0.05336763125035565,0.9637809113029642,0.7161878242852666,0.6810921132461036,0.24646433380730848,1
0.5758301274530302,0.7609519483896473,0.0011732868240042504,0.4259070822954241,0.11631474468346426,0
0.7702586367420181,0.1703292319097487,0.050277732798304255,0.8274439969411855,0.3612375455784118,0
0.9811658293433168,0.6546827760064463,0.3881620328949435,0.5783532262697632,0.9299518731768757,0
0.5736881444896309,0.9792771084295814,0.6395778390164909,0.8049616118901113,0.9988888864355214,1
0.9282536938735171,0.38882033942022276,0.17303120886844206,0.6277678161112256,0.691843737531773,0
0.9895984414925849,0.5646359887704078,0.778444322349464,0.8813192647770157,0.18108512369679808,0
0.3042056435669018,0.9202608725341611,0.881522674814955,0.6697926728650546,0.8144399392192945,1
0.10725576787274055,0.8412728345269428,0.11996149611981961,0.0667217985821834,0.25756610669195723,0
0.5525118422253212,0.4449774888476773,0.22468416974975908,0.6404640494635492,0.022852940429922697,0
